"userName","score","at","content"
"Fauzi Ramdani Sulaeman","1","15/01/2022 18:10","udah vaksin 2kali sertifikat nya masih blm keluar aja .. padahal vaksin nya udah 4bulan lebih"
"Yosea gamelia Yoseagamelia","5","15/01/2022 17:58","Bu"
"Muhamad Apip","5","15/01/2022 17:48","Ok thnk you"
"Alvino Yafi","5","15/01/2022 17:45","pedulilindungi...the best....NKRI...harga mati...??????????"
"Ahmad Sukron","5","15/01/2022 17:44","Mantap"
"tri pambudi","5","15/01/2022 17:41","Wokeh aja"
"Wahyu Ramadani","5","15/01/2022 17:39","Bagus..tapi satu aplikasi tidak bisa dua akun."
"Eko Sipure","5","15/01/2022 17:37","Sangat membantu"
"Beresman Sianipar","5","15/01/2022 17:35","Good"
"Muhammad Amri","5","15/01/2022 17:31","Mantap"
"nita andriani","5","15/01/2022 17:27","Ok"
"Apud Kumis","5","15/01/2022 17:27","Bagus"
"Isti Wulandari","4","15/01/2022 17:24","Kadang suka erorrrrr"
"Rudi Setiawan","5","15/01/2022 17:22","Baik bisa bantu,trs tingkatkan pelayanan nya..."
"Aslam Hadi","5","15/01/2022 17:21","Enak ada aplikasi ini, jadi tidak susah download sertifikat vaksin ku"
"Benyamin Setjasoebrata","5","15/01/2022 17:19","Sangat bermanfaat"
"Eka Purwatmadi","5","15/01/2022 17:17","Bagus"
"Ghufron Hanafi","5","15/01/2022 17:16","??"
"Zul Karnain nst","5","15/01/2022 17:14","Aplikasinya bagus data dan sertifikat semuanya lengkap"
"Awang Gazz","5","15/01/2022 17:12","Cukup memuas kan untuk pribadi sy sendiri untuk memakai aplikasi ini"
"Jessy A Sahulata","5","15/01/2022 17:11","Sukses slalu"
"Ketut Sri","5","15/01/2022 17:09","Selalu mengingatkan penggunaan Prokes.. Mantaapp...."
"ANISA 123","5","15/01/2022 17:00","MANTUL"
"Rahmad Kece","5","15/01/2022 16:58","Bgs"
"Tri Rahayu","1","15/01/2022 16:57","Sudah vaksin 2x belum keluar sertifikat.. capek hub cs g jelas muter"""
"Refanisa","5","15/01/2022 16:55","sangat bermanfaat dan mudah digunakan..."
"yusman hadi","5","15/01/2022 16:54","Sangat baik"
"bagus Joe","5","15/01/2022 16:51","??"
"tan udji","5","15/01/2022 16:51","Bagus"
"Kostantinus Rusin","5","15/01/2022 16:50","Keren ??"
"SYLNATEK OFFICIAL","1","15/01/2022 16:46","Error"
"Fay Ezal","5","15/01/2022 16:44","mantul"
"Nurmaya Sidabutar","5","15/01/2022 16:43","Mau vaksin dosis 3"
"Rios Sawaldi","4","15/01/2022 16:42","Tolong dong saya udah vaksin ke 2 dari bulan Oktober lalu tapi sertifikat vaksinnya belom ada bisa diberikan penjelasan tentang hal ini"
"amirul dradjad","5","15/01/2022 16:39","oke"
"Entis Sutisna","5","15/01/2022 16:37","Ok"
"Udin Smith1987","1","15/01/2022 16:35","Tolong utk sertifikat saya blm terupload mulai vaksin tgl 10-09-2021 dtunjungan plaza surabaya n dlaksanakan oleh dinkes surabaya hingga sekrang gk muncul. Tolong dinkes surabaya n peduli lindungi segera dtindak lanjuti n kerjasama-ya . Utk data2 bisa email sya"
"Advan G1pro","1","15/01/2022 16:32","Bolekh 2 peseta balsin mo yg sama?"
"Lambas Manullang","5","15/01/2022 16:27","Saya sukak helo makanya saya kasih bintang 5"
"Erika Putri","5","15/01/2022 16:23","Good job"
"Samsudin Sudin","5","15/01/2022 16:22","U. Mboten no"
"Cards Indonesia","5","15/01/2022 16:20","fungsinya sudah sangat baik. Semoga UI nya dapat terus diperbaiki sehingga lebih user friendly"
"Ferdinand Mamo","1","15/01/2022 16:16","Tolong di tampilkan juga tanpa memasukan no HP yg terdaftar..No HP ku hilang malah untuk donload sertifikat tidak bisa..apa tidak ada solusi?"
"Fitriyani Jainal","2","15/01/2022 16:16","tidak bisa melihat yang sudah vaksin atau tidak. aplikasi tidak selalu menolak NIK"
"Sakiran Gobel","5","15/01/2022 16:12","Good good good"
"Android Test","1","15/01/2022 16:07","Mau log in setelah install ulang. Diminta otp verifikasi. Sampai habis 2 menit otp tidak dikirim. Dicoba sampai 3x, otp tak kunjung tiba."
"satari damar","5","15/01/2022 16:07","Mantul"
"Hanata Natacib","5","15/01/2022 16:07","App good"
"Eno Eno","5","15/01/2022 16:05","Sangat ??"
"M Satya Aziz Zahran","5","15/01/2022 16:01","Baguss ????"
"Raja93 Simamora","5","15/01/2022 16:01","sangat membantu"
"Djant Sant","5","15/01/2022 15:58","TERIMA KASIH PEMERINTAH REPUBLIK INDONESIA UNTUK VAKSIN GRATIS MELINDUNGI RAKYAT."
"Wawan Setiawan","5","15/01/2022 15:57","Sangat membantu untuk bepergian keluar kota"
"yuLaN cLp _**_","5","15/01/2022 15:56","kasih kemudahan yang vaksin dari luar negeri"
"VIVO Y15","5","15/01/2022 15:55","OK"
"I.J.Sakti Budi Witjaksono","5","15/01/2022 15:52","Memuaskan"
"Yul Yulizar","5","15/01/2022 15:51","Selalu dalam lindungan nya"
"Teh Henny","5","15/01/2022 15:50","Ayo terapkan 3M"
"roni mahulae","5","15/01/2022 15:48","Sangat bermanfaat sekali bagi saya,dan mendptkan informasi penting mengenai covid-19"
"Ari gunawan Nawan","5","15/01/2022 15:46","Sangat baik"
"linda indriyani","1","15/01/2022 15:46","Vaksin buat apa yah?"
"edy saputro","5","15/01/2022 15:42","semoga Aplikasi ini sebagai pemantau untuk melindungi kita slalu sehat."
"I Darmawan","4","15/01/2022 15:42","Good"
"Febry Rachmat Hidayat","4","15/01/2022 15:41","Alhamdulillah bermanfaat"
"Rianto Dahono","5","15/01/2022 15:40","Bagussssssss"
"Memey Mala","5","15/01/2022 15:39","Alhamdulilah..Sy merasa sll Sehat..??????"
"Andis Yasfik","5","15/01/2022 15:39","Mantap"
"Yusriani Sapta Dewi","5","15/01/2022 15:38","Informatif"
"Aditya 26","2","15/01/2022 15:37","Sangat cocok"
"Fajar sandikhala","5","15/01/2022 15:36","Ok"
"youtub pemula","5","15/01/2022 15:36","Okok"
"Ujang nduy","5","15/01/2022 15:36","Wajib kl yg ini??????"
"Jack William","5","15/01/2022 15:35","Mudah dan gampang menggunakannya."
"yuli_A 98","5","15/01/2022 15:32","Sangat praktis"
"Pandi bone","5","15/01/2022 15:32","??????????????"
"Viraza Ramasari","5","15/01/2022 15:32","Bagusssss"
"Peri Hermansyah","1","15/01/2022 15:30","Repot.. Kartu vaksin tidak keluAr. Sudah v-2. Dan cara buat TTL susah harus di geser terus... ( yg gampang ada koq di bikin susah)"
"Rafie'S Motor TV Channel","5","15/01/2022 15:28","Harus di up terus"
"majal Dea","5","15/01/2022 15:27","Sangat memantu"
"Faradin Adin","5","15/01/2022 15:26","Siap"
"Gunawan Wibisana","5","15/01/2022 15:26","Mantap, membantu dalam aktivitas di tempat yg ketat protokol kesehatan"
"Syairozi Zuhdi","5","15/01/2022 15:24","Ok"
"Cdka Vjc","5","15/01/2022 15:22","Nice"
"Satria eka","4","15/01/2022 15:22","aplikasi sangat baguss"
"Ustdd Udin","2","15/01/2022 15:22","Ya udin.samsudin"
"nurman syah","5","15/01/2022 15:22","ok"
"Kan Ti","5","15/01/2022 15:20","Terima kasih atas pelayanannya"
"Muryadi Busnan","5","15/01/2022 15:20","Kebijakkan harus pasti dan tegas ,karena kita baru belajar disiplin yg mulai baik"
"keuangan bawaslu","5","15/01/2022 15:19","Good"
"Supriatin Ten","5","15/01/2022 15:18","Sangat bagus"
"Tajuddin Kamal","5","15/01/2022 15:17","Ntab"
"Agus Suhendra","1","15/01/2022 15:16","ambil sertifikat pake captcha gambar. gublok yg bikin, diklil salah terus..."
"Satrio Bojonegoro","5","15/01/2022 15:16","Bagus"
"wahyanto darsono","5","15/01/2022 15:16","Bermanfaat sekali"
"Meysa Putri","5","15/01/2022 15:13","Good"
"Wolontry M. Glonna","5","15/01/2022 15:13","Sangat membantu"
"sumini mini","5","15/01/2022 15:12","bagus dan bermanfaat ??"
"Muhammad Haikal","4","15/01/2022 15:12","Bagus"
"Patrisius Moa","5","15/01/2022 15:11","Sangat membantu"
"Aranzi Eriza","5","15/01/2022 15:10","Good"
"Adi Galih","5","15/01/2022 15:10","Cek nik gak bisa"
"putra rantau panjang","5","15/01/2022 15:09","Semoga dapat berguna"
"Farina Jamal","5","15/01/2022 15:05","Kapan Vaksin ke 3 untuk kami"
"Jhony Swsltia","5","15/01/2022 15:05","Keren aplikasinya"
"gina purnama ningsih","5","15/01/2022 15:04","Ok"
"Sutejo Sutejo","5","15/01/2022 15:04","Sangat cocok untuk semua"
"Jumantara Surya","1","15/01/2022 15:03","Ampas, gabisa checkin."
"Bryamanto Gusta","5","15/01/2022 15:03","Saya gak bisa daftar lewat aplikasi peduli lindungi karena gak bisa bikin akun dan email udah dicoba tapi macet karena gak bisa bikin akun dan.email (susah dipelajari),apa karena saya pake hp nya Briamanto Gusta ya,sedangkan saya pake.nama lain mohon petunjuknya."
"Ratih diah andayani","5","15/01/2022 15:02","Aplikasi sangat membantu untuk mencari informasi pelayanan vaksinasi"
"roy lapohiu","5","15/01/2022 15:01","Memudahkan perjalanan"
"agustinus suyono","1","15/01/2022 15:01","Setelah update kok data hilang semua, harus isi data baru, dan sulit untuk pilihan tgl lahir. Sangat merepotkan. Mestinya update semakin mempermudah pengguna ini malah mempersulit saja"
"Nur Sani","5","15/01/2022 14:59","Ok"
"Tohirin Tohirin","4","15/01/2022 14:57","Memuaskan"
"Ari istanto","5","15/01/2022 14:54","Terimakasih bumn"
"Alif #2 ?????? ??????? ??????????? ??????????","1","15/01/2022 14:52","Aduh, parah banget ya ini aplikasi tidak bisa scan barcode saat masuk mal? Tidak berfungsi scannya."
"S Zenonk Thea","5","15/01/2022 14:49","??????"
"Taufan Fany","5","15/01/2022 14:48","Membantu untuk.pengecekan"
"bambang suryanto","4","15/01/2022 14:48","Dengan adanya Aplikasi ini..perjalanan.jadi simpel dan efisien waktu"
"Smile Sy","5","15/01/2022 14:46","Sangat membatu"
"Ramiana ana","5","15/01/2022 14:44","Oke"
"Amier Advan","4","15/01/2022 14:43","Ok"
"Mada Nusantara","5","15/01/2022 14:42","menyenangkan"
"rg audio","1","15/01/2022 14:40","berikan jadwal vaksin gratis untuk vaksin selanjutnya di daerah terdekat sesuai vaksin yang ada"
"Ruswan Rus","4","15/01/2022 14:38","Bagus"
"Umi Bhawel","5","15/01/2022 14:38","Bagus"
"Brilly Matta","5","15/01/2022 14:38","Mantap"
"Sahabudin Amaq Afif","5","15/01/2022 14:37","Top"
"Eko Setia","5","15/01/2022 14:37","Mudah"
"Erna Wati","5","15/01/2022 14:37","GK otak"
"Rony Sutardi","5","15/01/2022 14:36","Ok"
"Rozaq Asep","2","15/01/2022 14:34","Nomor nik udah bener tapi tetep aja ""gagal mendapatkan data vaksinasi"""
"Untari rahayu Rahayu","4","15/01/2022 14:34","Vaksin ke 2 ga ada.ga tercantum dipeduli lindungi.padahal udah vaksin..."
"Steff Ardi","5","15/01/2022 14:34","sangat memvantu"
"Eka Hardi Winata","5","15/01/2022 14:33","Melindungi masyarakat dari berbagai sumber yang tidak bertanggung jawab"
"joko susanto","5","15/01/2022 14:33","Menggunakan aplikasi peduli lindungi banyak membantu,tidak ribet dan pasti lebih simpel"
"Aziz Putra Negara","5","15/01/2022 14:32","Ok"
"suradi Ratt","5","15/01/2022 14:32","Ok"
"Andro Herry","5","15/01/2022 14:30","Ok banget"
"Darmanto SST","4","15/01/2022 14:30","Bagus"
"Hamdan Syakirin899","5","15/01/2022 14:30","very nice"
"Firmansyah Agrafia","5","15/01/2022 14:28","Ok"
"Rina sari","5","15/01/2022 14:28","????"
"Lestari Ningsih","5","15/01/2022 14:27","Aplikasinya sangatt membantu"
"Syaiful azhar Lubis","5","15/01/2022 14:26","Ok"
"Ben Andrean","5","15/01/2022 14:26","Pembahruan Kok gak bisa"
"Tjee Lisnayati","5","15/01/2022 14:25","Sangat membantu"
"bambang tri haryanto","4","15/01/2022 14:24","Trimakasih...sudah ok semuay"
"Rizkina Dewi","5","15/01/2022 14:24","Sangat membantu"
"Sudirman Wiriadimadja","5","15/01/2022 14:23","Baik"
"Dessy Afriyanti","5","15/01/2022 14:23","Sangat baik"
"Sukanan Kanan","4","15/01/2022 14:22","2 h"
"Trimana 60","5","15/01/2022 14:21","Lebih percaya diri bepergian dgn peduli lindungi, merasa terlindungi????"
"Priyo Martono","5","15/01/2022 14:21","Lanjutkan"
"andri khe","5","15/01/2022 14:21","Ok"
"M Na'im","4","15/01/2022 14:20","MANTAP"
"YohanesVernando Yohanes","5","15/01/2022 14:20","Sangat bagus aplikasi peduli lindungi dan tingkatkan kunci keamanan dengan menggunakan Face Unlock ????"
"Thomas diazd","5","15/01/2022 14:19","Pelayanan tolong ditingkatkan"
"Santoso Santoso","1","15/01/2022 14:18","Untuk cek sertifikat tdk bisa,untuk masukan tgl susah hrs mundur puluhan tahun. Apa tdk sebaiknya secara langsung ditulis?"
"Rinto Malasai","1","15/01/2022 14:16","Sertifikatku vaksinku tidak bisa di temukan di aplikasi ini ?????????????????????????????? kalian hanya mempersulit"
"husni mubarok","2","15/01/2022 14:14","Baik"
"Ellang Chaniago","5","15/01/2022 14:13","Nyama tenang aman buwat berpergian apalagi masuk ketempat publik atau untuk siri kita"
"Jandrie Sembiring","5","15/01/2022 14:12","Good"
"Lucky Gans","1","15/01/2022 14:12","Bagus"
"Jufri Jumaking","5","15/01/2022 14:11","Bagus sih untuk melakukan perjalanan..."
"Rajendra Arya","5","15/01/2022 14:11","Aplikasi debes kalo gada ini aku gabisa jalan jalan keluar kota??"
"Ngagik Oye","1","15/01/2022 14:10","Sudah vaksin 2x tapi vaksin kedua tidak muncul sertifikatnya ...gimana ni caranya agar sertifikat vaksin kedua muncul"
"Gaby Gabriela","5","15/01/2022 14:10","Aplikasinya sangat bagus tidak ada kendala, dengan aplikasi sertifikat nya juga udah keluar dari kapan tau aplikasi bagus banget pokoknya ??????"
"Herri Supriadi","5","15/01/2022 14:09","Bagus"
"Jwbw Hwhw","2","15/01/2022 14:08","Susah kali pun"
"W ahyudi","5","15/01/2022 14:06","Wahyudi"
"Septi Setyowati","2","15/01/2022 14:06","Saya habis update aplikasi ini.. pada aplikasi yg lama sertifikat vaksin sudah jadi yg ke1 & 2.. setelah update ternyata sertifikat vaksin harus di klaim lagi dan sertifikat yg lama hilang.. dan untuk mengisi kolom tanggal bulan tahin lahir harus mengklik ke tahun kelahiran itu sangat merepotkan.. sudah saya klik sekian banyak sampai jempol gempor dan hp error akhirnya sertifikat zonk susah bgt di klaim lagi.. please donkkkkkk jangan dipersulit.. buat programmer nya semoga bisa memperbaiki lagi"
"HDTV Lipsing chanel","5","15/01/2022 14:06","Berharap Indonesia pulih seperti biasa lagi tanpa ada ketakutan covid19"
"Sutrisno Widjaja","5","15/01/2022 14:05","Bagus sekali"
"Emiliya Simbcce","1","15/01/2022 14:04","Tolong untuk ngisi tgl lahir dari bawa ke atas masa dari atas ke bawah repot banget ngisinya,aneh deh"
"Zuli Yenti","5","15/01/2022 14:04","susah bgt masuk nya"
"Alan Emilio","5","15/01/2022 14:02","Good"
"dady mairuhu","5","15/01/2022 14:01","Kartu vaksin dan hasil antigen tdk dapat dilihat pd aplikasi pedulilindungi saya"
"Darwis","5","15/01/2022 14:01","Terimakasih ."
"fitroh prismadi","5","15/01/2022 14:00","????????????"
"Sony Mec","5","15/01/2022 13:58","Ok"
"Sepriyan Hemarizal","5","15/01/2022 13:58","Aplikasi ini sangat berguna sekali untuk negara"
"Juki Juki","1","15/01/2022 13:58","Gimana ga dikasihi bintang ga bisa karna apli kasi nya jelek udah bintang satu ajah lah"
"nafissatur rohmah","1","15/01/2022 13:57","Susah sekali utk download sertifikat vaksin, mohon agar dapat diperbaiki"
"Fatih Al qadri","5","15/01/2022 13:56","Good job"
"Enung Rusmini","5","15/01/2022 13:55","?????????? terima kasih, saya sudah bisa akses peduliLindungi !!!! Bepregian tidak usah bawa kartu vaksin ?????? oke"
"Juita Arpadona","5","15/01/2022 13:55","Mantap"
"Site Marshall#26","5","15/01/2022 13:55","Oke"
"Aris Tya","5","15/01/2022 13:54","Baik"
"Tigor gaming","1","15/01/2022 13:52","payah, gabisa liat sertifikat vaksin, loadingnya terlalu lama"
"Rika Herawati","5","15/01/2022 13:51","Gimana cara nyaa!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!¡!!!!!!!!!!!!!tp noongkk ??"
"Sjaiful Bahri","5","15/01/2022 13:51","Sangat membantu...."
"34 Zulfadhli Ehsan Sasongko","2","15/01/2022 13:50","Sering error. Udah vaksin 2 kali tapi kenapa statusnya belom vaksin sama sekali? Sertifikat vaksin juga tidak ada."
"raza riza","5","15/01/2022 13:50","Okayyy"
"Daya Maesaroh","5","15/01/2022 13:48","Muaantab"
"Lilis Corilina","5","15/01/2022 13:47","Mantap"
"Hafiza Lavanya Hutagalung","5","15/01/2022 13:47","Ok"
"Ewin Sugiwantoro","1","15/01/2022 13:47","sudah vaksin ke 2 tapi sertifikat gak muncul juga kalo bikin aplikasi yang memudahkan"
"Muhamad Rizal","5","15/01/2022 13:46","Apk nya bagus kok kalian ngak rugi kalok download Apa liat liat kebawah kan gw udah bilang apk nya bagus"
"Madin Muhfidi","5","15/01/2022 13:45","Bagus"
"sangkobok ccc","5","15/01/2022 13:45","Kenapa ya,koc aplikasi ini susah betul di instal???"
"Siti Ngaidatun","2","15/01/2022 13:43","Ada kendala untuk hp samsung j1 2016. Saat masuk izin lokasi tampilannya mentok, tidak bisa digulir kebawah. Jadi tidak bisa meneruskan akses"
"Lily Fitriana","5","15/01/2022 13:43","Mantap"
"Steve gaming","1","15/01/2022 13:42","Saya sudah memasukkan kode nik kok ngak bisa masuk ya? Ada tulisan ""sesuaikan nomor nik ke KTP anda"" padahal saya udah bener bangat tolong di perbaiki lagi"
"Muhammad Gustomi","5","15/01/2022 13:41","Ok"
"Metrialdi","5","15/01/2022 13:40","Good.."
"Resti Resti","1","15/01/2022 13:40","Sy sdh dua kali vaksin tp sertifakat.a,gg ada"
"Wisnu Djojo","5","15/01/2022 13:39","Akurat"
"Monawarah Monawarah","5","15/01/2022 13:39","Puas"
"Popho Vandoank","5","15/01/2022 13:39","Ok"
"brodtetebeck tv","4","15/01/2022 13:38","ok"
"Sri Sulastri","5","15/01/2022 13:34","Ok good"
"Toto Nusantara","5","15/01/2022 13:33","Bermanfaat"
"Sudaryo Daryo","4","15/01/2022 13:31","Mantap"
"rinjia lee","1","15/01/2022 13:31","Nyampe sekarang gak bisa"" di perbarui muter"" terus??"
"feri maslindra","5","15/01/2022 13:30","Good"
"akbar eldo","1","15/01/2022 13:30","EROR . stiap di buka minta pembaruan"
"Rohmah Lia mala","5","15/01/2022 13:30","Sangan membantu good"
"Aris Sunandar","5","15/01/2022 13:29","??????"
"Zaen Udin","5","15/01/2022 13:28","Alhamdulillah sangat membantu"
"dwi aryanto","5","15/01/2022 13:28","Aman"
"suhendi hendi","1","15/01/2022 13:27","Apk nya bagus sekali cius deh"
"zuxiong xie","5","15/01/2022 13:27","Bermanfaat sekali"
"kelik adiyanto","5","15/01/2022 13:27","Sangat beanfaat"
"Lis Dedah","5","15/01/2022 13:26","Sangat membantu"
"Umi Sariyanti","5","15/01/2022 13:26","Mantap"
"Atmo 703","1","15/01/2022 13:25","Susah masuk susah verifikasi hp agak jadul dikit g bisa apalagi memori kecil g mendukung"
"Triharnidi Triharnidi","5","15/01/2022 13:25","Sangat memuaskan aplikasinya"
"Ferdiansyah centra","5","15/01/2022 13:24","Mantap"
"Irham Indra","5","15/01/2022 13:24","Mudah digunakan"
"Andri Rohman","5","15/01/2022 13:22","Bagus sekali"
"Robertus Ivansius","5","15/01/2022 13:19","baik"
"Awan Hari","5","15/01/2022 13:19","Aplikasi oke"
"Putu Hartawan","5","15/01/2022 13:17","Dg boster smg semua menjadi lebih baik"
"Dedy arie Wibowo","1","15/01/2022 13:17","Alplikasi jelek loading lama, penulisan tanggal bulan tahun ribet segala pake recapcha segala huuu....apus ajah gak guna"
"Sondang Lumban Tobing","5","15/01/2022 13:17","Mantabz"
"Ilyas Mardyansa","5","15/01/2022 13:15","Sangat membantu sekali"
"marchelino lino","5","15/01/2022 13:15","Baik"
"Hasna Wiyah","5","15/01/2022 13:13","Memudahkan informasi tentang vaksinasi"
"Aliferi Feriali","1","15/01/2022 13:12","Baik vaksin buster"
"Afdhol Smartsaldo","5","15/01/2022 13:12","Wwwee"
"ARIO PUJILAKSONO","5","15/01/2022 13:11","Alhamdulillah semakin membaik"
"tuti Paryaningsih69","4","15/01/2022 13:11","Alhamdulillah sdh vaksin"
"Rotua Manullang","1","15/01/2022 13:10","Kalo bikin format tanggal yg mudah donk,ini mah nyusahin bgt."
"Dedeh Saadiah","5","15/01/2022 13:10","Cepat dan praktis"
"Ahmad Saihu","5","15/01/2022 13:10","Oke bngt"
"Joestiono Hardjo Soewito","5","15/01/2022 13:09","Sangat membantu"
"sarta saher","1","15/01/2022 13:09","????????????????"
"Hery Aryudhi","1","15/01/2022 13:09","Yang bener lah buat aplikasi.... Kalau belum siap update ngapain buat notif pembaharuan.... Malah susah klaim sertifikat..."
"Sartikah Sunsun","5","15/01/2022 13:08","Bgus"
"Jenny Pangalila","5","15/01/2022 13:06","Iy"
"Aris Purwono","5","15/01/2022 13:06","Mantap"
"Herman Suherman","5","15/01/2022 13:04","Mantap"
"Andi Suryadharma","5","15/01/2022 13:03","baik-baik saja"
"Edi Ridwanto","5","15/01/2022 13:03","Harap di aktifkan"
"Tata Mulyana","1","15/01/2022 13:02","Menyedihkan saat daftar terutama saat isi tgl lahir"
"Daeng patah Sinta","1","15/01/2022 13:02","Sy sdh daftar tpi susah skli"
"Hartono Liunardi","5","15/01/2022 13:02","Sangat bermanfaat"
"Ciracap_ Gaga03","5","15/01/2022 13:01","Aflikasi ini jangan sampai bisa diutak atik sama orang yang tidak bertanggungjawab"
"Yanti Gunarti","4","15/01/2022 13:00","Good"
"idham affandi","5","15/01/2022 13:00","Penting tuk kelancaran perjalanan"
"Rusli Adira","5","15/01/2022 13:00","Bagus"
"Devi Gusviani","5","15/01/2022 12:58","Good"
"M Pauzi","5","15/01/2022 12:58","Aplikasinya sudah ada kemajuan, semoga sertifikat vaksin saya bisa cepat kelur, 1dan 2.."
"Soe Dardi","5","15/01/2022 12:57","Peduli Lindungi tetap the best, tks"
"Sirena","5","15/01/2022 12:57","Alhamdulillah...sdh lebih mudah...tdk ribet lg...1 no telp bisa bbrp nama...jd data anak saya bisa di hp sy...tks kemenkes"
"Dewi Pratiwi","1","15/01/2022 12:56","Tolong dong sediain revisi data yang salah di apk agar lebih mudah karena kirim email gada respon apalagi call 119 g bisa masuk sama sekali dimohon kepada pengembang"
"Imam Solikin","4","15/01/2022 12:55","aplikasi ini memang bagus. bagi hp nya yg udah bagua."
"Nyimas & Dimas","5","15/01/2022 12:54","Ok"
"Ade Sopyan","5","15/01/2022 12:54","Bagus"
"Subkhi bae","5","15/01/2022 12:53","Sempurna. Berguna. Dan sangat baik"
"prabu bintang pamungkas","5","15/01/2022 12:53","Terima kasih Peduli lindungi, saat ini sangat membantu, kami tidak perlu repot mondar mandir untuk urusan yg tercantum pada aplikasi ini"
"Sulistyawati Fatimah","4","15/01/2022 12:52","Apk nya bagus, tapi sertifikat vaksin 1&2 yang saya gak muncul muncul ya padahal vaksin 1 tgl 16 Oktober tapi sampai sekarang gak muncul muncul"
"Muhamad Danisa","5","15/01/2022 12:51","Baguz"
"Pejuang Dolar","5","15/01/2022 12:50","Ga perlu ribet cetak kartu vaksin, dg apk lebih efektif karena semua data vaksin kita terekam dg aman, data waktu dan tempat vaksin juga lengkap dll...????"
"Bria Oktokuncir","5","15/01/2022 12:49","Mantap"
"Wayan Runa","5","15/01/2022 12:48","Bagus"
"Nur Salim","5","15/01/2022 12:47","Tidak ada"
"Cahya Cantika","5","15/01/2022 12:46","Mantul"
"Friska Sirait","5","15/01/2022 12:46","Sangat membantu"
"M. Yasin Fajri","5","15/01/2022 12:46","Best"
"temmi temmi","5","15/01/2022 12:46","Suliiiit"
"Novi Aisyah","5","15/01/2022 12:45","Suka bngt"
"andy nugraha","5","15/01/2022 12:45","Sangat berguna"
"Mama Cantik","5","15/01/2022 12:44","ditambahi lokasi diadakan vaksin juga daftar vaksin sesuai lokasi utk mempermudah bagi lansia..terimakasih??"
"Triyas Tuti","5","15/01/2022 12:43","??"
"Desta Solihin Official","5","15/01/2022 12:42","Mantap..."
"Satria Fu","1","15/01/2022 12:42","Menurutku aplikasinya masih jelek... Contoh mu tulis tgl lahir ga bisa di ketik.. klo yg tgl 70 an di skroll g bisa malah kembali trs"
"Yunike Soraya","2","15/01/2022 12:41","Aplikasi minta pembaruan terus dan sering eror"
"xxx gaul","1","15/01/2022 12:41","Bug nya banyak"
"Aam Ajahtiana","5","15/01/2022 12:41","Aplikasi nya bagus"
"Sabar Smc","4","15/01/2022 12:40","Sangat membantu sekali aplikasi ini..."
"Grace Ticoalu","5","15/01/2022 12:40","Mantap"
"siti sofiah","5","15/01/2022 12:40","Ditunggu jawaban vaksin yg ke tiganya"
"Stela Ibam","4","15/01/2022 12:40","ok"
"Intan siti nur","5","15/01/2022 12:40","??"
"Dina Ambarita","5","15/01/2022 12:39","Keren"
"bani andhika","5","15/01/2022 12:39","Apik aplikasinya lumayan"
"ipul saipullah","5","15/01/2022 12:38","Mantabs.."
"Winda Windi","4","15/01/2022 12:38","Cukup mambantu buat masyarakat !"
"Doni Ahmad","4","15/01/2022 12:38","cukup bagus,tingkatkan kembali"
"lukman ismail","5","15/01/2022 12:37","good"
"Jhonny Ekaputra","5","15/01/2022 12:37","??"
"Herik Hermawan","5","15/01/2022 12:37","Good job"
"Abdul Gafur","4","15/01/2022 12:36","Ok"
"Jacob Baros","4","15/01/2022 12:36","Cukup membantu sya dlm perjalanan di saat pandemi seperti ini"
"Neng Mila22","5","15/01/2022 12:36","Sngt membatu untuk menjegah nyebarnya virus corona"
"Nenis Hermawati","5","15/01/2022 12:36","ok"
"Irwan Gunawan","5","15/01/2022 12:35","Sudah lebih baik dibanding saat pertama kali diluncurkan, 15/01/2022"
"PAKAR PPC","5","15/01/2022 12:32","Mantap"
"Beleseng Mplud","5","15/01/2022 12:31","Sangat terbantu pada aktipitas kerja saya yang seorang buruh bangunan"
"Si Marwan","4","15/01/2022 12:29","Bagus"
"Komay Alamsyah","5","15/01/2022 12:29","Ok"
"Syaifullah Ipul","5","15/01/2022 12:28","Good"
"Jejen Junaedi","5","15/01/2022 12:28","Ok"
"Denendra Kensi","5","15/01/2022 12:28","Bagus"
"Utin eka","5","15/01/2022 12:28","sangat baik"
"Taufik. Ahmad","5","15/01/2022 12:27","Sangat membantu saya"
"Djarot Suwarto","4","15/01/2022 12:27","Pada tanggal 13/1/2022 saya di vaksin ke tiga ( 3) di kelurahan baranangsiang Bogor timur Bogor dan sampai saat ini tgl 15/1/2022 malam , masih belum ada SMS dari 1199 yg masuk menyataksn telah divaksin ke tiga ( 3 )"
"Dicky Gustaman","5","15/01/2022 12:26","Aplikasi yang bagus sangat membantu privasi seseorang"
"Kartiman hanum","1","15/01/2022 12:24","GAk tahu"
"oposanjelo Lalang","5","15/01/2022 12:23","Ok"
"Miharso Ady","5","15/01/2022 12:22","Baik dan bagus"
"Gampang bae","4","15/01/2022 12:22","Bermanfaat"
"Daeli 99","5","15/01/2022 12:21","Good!!!!!!!!!!!!!"
"nanu Faozan","5","15/01/2022 12:20","Good"
"Willy Firdaus","5","15/01/2022 12:20","Bagus"
"Dhikaazriel Chanel Kurniawan","5","15/01/2022 12:19","Oke"
